번호,분류,제목,내용,내용번호,문서
410,복지,장기기증 등록 및 등록 조건은?,장기기증 등록 및 등록 조건은업무개요 장기기증 등록 방법 안내업무내용 장기기증 종류구분내용사후 각막기증 생후 개월 세 전염성 질환이 없으며 근시난시색맹에 관계없이 기증 가능 생존시 신장기증 가족의 동의를 얻은 만 세세 이하의 건강한 남녀뇌사시 장기기증 뇌사판정기관에 의뢰 뇌사라고 판정이 나면 장기를 기증  뇌사시 장기기증시에는 국가에서 일정한 장례지원금이 지급심장사시 장기기증 심장박동 정지로 인해 사망하는 경우 회복이 불가능하고 사망이 예상되는 환자로부터 가족들의 동의하에 기증  전염성질환으로 사망시 불가조직기증 조직기증 뼈와 피부를 기증 생전에 본인이 조직기증의사를 밝히거나 사후 유가족 인의 서면동의가 있어야 함 문의 재대한인체조직은행 시신기증 대학병원 해부학교실에서 연구용으로 접수하므로 가까운 의과대학 해부학교실에 문의   장기기증 등록방법구분내용서울시청으로신청 우편 또는 팩스 신청  우편 서울시 중구 세종대로 태평로가 번지서울시청 신청사 층 보건의료정책과   팩스  발송 후 유선으로 수신여부 확인 바람  구비서류 장기 등 기증희망자 등록신청서  신청서 다운로드 경로 서울시청 홈페이지 분야별 정보 서비스 건강 보건의료   보건의료소식 장기기증 검색 희망의 씨앗 아름다운 생명나눔에 참여하세요 신청서 다운로드 가능 문의 서울시 보건의료정책과 박송화 우편신청 본부로 전화하여 등록서약서 신청 열흘 이내 등록서약서와 등록증 스티커를 우편으로 발송해줌  등록서약서를 자필로 작성하신 후 가까운 우체통에 넣어서 반송  장기기증 등록서약서를 다운로드 받아 자필로 작성후 우편 발송 주소  서대문구 서소문로 충정로가 충정타워빌딩 층 재사랑의장기기증운동본부 등록증과 스티커는 신분증에 부착하여 휴대인터넷 신청 사랑의 장기기증운동본부  장기기증 장기기증 서약하기 이메일 신청 장기기증 등록서약서를 다운로드 받아 자필로 작성후 이메일 발송 팩스신청 장기기증 등록서약서를 다운로드 받아 자필로 작성후 팩스 발송  장기기증 등록시 주의사항   가족동의가 반드시 필요 가족들이 장기기증 의사를 알지 못하여 기증하지 못하는 사례가 많음  대가성 없는 순수기증임  강제성이 없는 자율적인 의사표시로서 본인의 의사에 따라 언제든지 변경취소가 가능함  만 세 미만 미성년자인 경우 등록신청서 상에 부모 등 법정대리인의 서명과 법정대리인임을 확인할 수 있는 증빙서류를 첨부해야함기타사항 서울시청은 장기기증 신청 접수만 진행  장기기증 관련 모든 서류의 총괄적인 관리는 국립장기이식관리센터 에서 하고 있음 재사랑의 장기기증운동본부 서대문구 서소문로 충정로가 번지 충정타워빌딩 층 질병관리본부 장기이식관리센터  ,2896921,장기기증 등록 및 등록 조건은?장기기증 등록 및 등록 조건은업무개요 장기기증 등록 방법 안내업무내용 장기기증 종류구분내용사후 각막기증 생후 개월 세 전염성 질환이 없으며 근시난시색맹에 관계없이 기증 가능 생존시 신장기증 가족의 동의를 얻은 만 세세 이하의 건강한 남녀뇌사시 장기기증 뇌사판정기관에 의뢰 뇌사라고 판정이 나면 장기를 기증  뇌사시 장기기증시에는 국가에서 일정한 장례지원금이 지급심장사시 장기기증 심장박동 정지로 인해 사망하는 경우 회복이 불가능하고 사망이 예상되는 환자로부터 가족들의 동의하에 기증  전염성질환으로 사망시 불가조직기증 조직기증 뼈와 피부를 기증 생전에 본인이 조직기증의사를 밝히거나 사후 유가족 인의 서면동의가 있어야 함 문의 재대한인체조직은행 시신기증 대학병원 해부학교실에서 연구용으로 접수하므로 가까운 의과대학 해부학교실에 문의   장기기증 등록방법구분내용서울시청으로신청 우편 또는 팩스 신청  우편 서울시 중구 세종대로 태평로가 번지서울시청 신청사 층 보건의료정책과   팩스  발송 후 유선으로 수신여부 확인 바람  구비서류 장기 등 기증희망자 등록신청서  신청서 다운로드 경로 서울시청 홈페이지 분야별 정보 서비스 건강 보건의료   보건의료소식 장기기증 검색 희망의 씨앗 아름다운 생명나눔에 참여하세요 신청서 다운로드 가능 문의 서울시 보건의료정책과 박송화 우편신청 본부로 전화하여 등록서약서 신청 열흘 이내 등록서약서와 등록증 스티커를 우편으로 발송해줌  등록서약서를 자필로 작성하신 후 가까운 우체통에 넣어서 반송  장기기증 등록서약서를 다운로드 받아 자필로 작성후 우편 발송 주소  서대문구 서소문로 충정로가 충정타워빌딩 층 재사랑의장기기증운동본부 등록증과 스티커는 신분증에 부착하여 휴대인터넷 신청 사랑의 장기기증운동본부  장기기증 장기기증 서약하기 이메일 신청 장기기증 등록서약서를 다운로드 받아 자필로 작성후 이메일 발송 팩스신청 장기기증 등록서약서를 다운로드 받아 자필로 작성후 팩스 발송  장기기증 등록시 주의사항   가족동의가 반드시 필요 가족들이 장기기증 의사를 알지 못하여 기증하지 못하는 사례가 많음  대가성 없는 순수기증임  강제성이 없는 자율적인 의사표시로서 본인의 의사에 따라 언제든지 변경취소가 가능함  만 세 미만 미성년자인 경우 등록신청서 상에 부모 등 법정대리인의 서명과 법정대리인임을 확인할 수 있는 증빙서류를 첨부해야함기타사항 서울시청은 장기기증 신청 접수만 진행  장기기증 관련 모든 서류의 총괄적인 관리는 국립장기이식관리센터 에서 하고 있음 재사랑의 장기기증운동본부 서대문구 서소문로 충정로가 번지 충정타워빌딩 층 질병관리본부 장기이식관리센터  
409,경제,지하도상가 개보수공사(리모델링) 진행현황은 어떻게 되나요?,지하도상가 개보수공사리모델링 진행현황은 어떻게 되나요         지하도상가 전면 개보수공사 완료현황개소   연도별  구분  시설년도  규모점포수  공사기간  공사비백만원  주업종    을지입구   개      전산소모품 통신기기   시청광장   개      사무기기   청계 가   개      인형실    신당   개      횟집주단   종로가   개      귀금속양복   마전교   개      도자기조화   남 대 문   개      안경도기    영등포시장   개      카메라의류    명동역   개      의류가방   명동   개      사무기기 가구조화    회현   개      우표음반   종각쇼핑   개      의류가방    종오쇼핑   개      주단침구   소공차   개      의류귀금속   소공차   개   소공차   개    잠실역   개      의류귀금속   영등포로터리   개      의류   동대문차   개      주단   동대문차   개    강남역   개     잡화의류    영등포역   개     의류통신    강남터미널차   개     의류인테리어   강남터미널차   개   강남터미널차   개  화원 인테리어    청계가 인현은 서울시 동대문지하개발과 관련 보류  강남터미널 지하도상가 공사 년 월 완료               지하도상가 시설물 관련 불편 민원시 강남터미널 방재실 으로 문의 안내시간 근무자 대기  강남터미널 지하상가 중 일부매장은 반포역사내로 이동하여 영업중강남터미널 지하쇼핑몰  시청역 지하쇼핑센터 년 월 일까지 리모델링 기간임  영등포 뉴타운 지하상가 담당자 도로계획과 이유경    ,2896366,지하도상가 개보수공사(리모델링) 진행현황은 어떻게 되나요?지하도상가 개보수공사리모델링 진행현황은 어떻게 되나요         지하도상가 전면 개보수공사 완료현황개소   연도별  구분  시설년도  규모점포수  공사기간  공사비백만원  주업종    을지입구   개      전산소모품 통신기기   시청광장   개      사무기기   청계 가   개      인형실    신당   개      횟집주단   종로가   개      귀금속양복   마전교   개      도자기조화   남 대 문   개      안경도기    영등포시장   개      카메라의류    명동역   개      의류가방   명동   개      사무기기 가구조화    회현   개      우표음반   종각쇼핑   개      의류가방    종오쇼핑   개      주단침구   소공차   개      의류귀금속   소공차   개   소공차   개    잠실역   개      의류귀금속   영등포로터리   개      의류   동대문차   개      주단   동대문차   개    강남역   개     잡화의류    영등포역   개     의류통신    강남터미널차   개     의류인테리어   강남터미널차   개   강남터미널차   개  화원 인테리어    청계가 인현은 서울시 동대문지하개발과 관련 보류  강남터미널 지하도상가 공사 년 월 완료               지하도상가 시설물 관련 불편 민원시 강남터미널 방재실 으로 문의 안내시간 근무자 대기  강남터미널 지하상가 중 일부매장은 반포역사내로 이동하여 영업중강남터미널 지하쇼핑몰  시청역 지하쇼핑센터 년 월 일까지 리모델링 기간임  영등포 뉴타운 지하상가 담당자 도로계획과 이유경    
406,복지,서울시 자치구별 장례식장과 이용요금,서울시 자치구별 장례식장과 이용요금     업무개요 전국 장례식장 묘지 화장시설 봉안시설 자연장지 확인  업무설명  홈페이지   각 지역별 장사시설과 장사 용품 가격 확인가능    하늘 장사정보 장사장례용품정보 장례용품가격   참고사항 장사지원센터     ,2894536,서울시 자치구별 장례식장과 이용요금서울시 자치구별 장례식장과 이용요금     업무개요 전국 장례식장 묘지 화장시설 봉안시설 자연장지 확인  업무설명  홈페이지   각 지역별 장사시설과 장사 용품 가격 확인가능    하늘 장사정보 장사장례용품정보 장례용품가격   참고사항 장사지원센터     
405,행정,도시계획확인원은 어디에서 확인 할 수 있나요?,도시계획확인원은 어디에서 확인 할 수 있나요 이전에 도시계획확인원이라는 양식은 없어지고 현재는 토지이용계획확인원에 통합되었습니다    토지이용규제정보시스템 상단 토지이용계획열람에서 확인 가능합니다 ,2898599,도시계획확인원은 어디에서 확인 할 수 있나요?도시계획확인원은 어디에서 확인 할 수 있나요 이전에 도시계획확인원이라는 양식은 없어지고 현재는 토지이용계획확인원에 통합되었습니다    토지이용규제정보시스템 상단 토지이용계획열람에서 확인 가능합니다 
403,행정,도로별 속도 제한은?,도로별 속도 제한은  고속도로별 제한속도 확인 경로 한국도로공사  고속도로안내 도로종류표지 고속도로 속도  차종 승용 승합 화물 특수건설기계 최고 최저  도로여건  자동차전용 중앙분리대 횡단교차없음 내부순환로 구배구간제외 올림픽대로 하일동시계행주대교남단 강변북로 천호대교북단상암동시계 노들길 한강대교남단양화교 제물포길 목동교신월중앙차로 동부간선도로 용비교수락지하차도청담대교북단성남시계 포이내곡간 개포성남시계 도시고속도로 북부간선도로 하월곡동구리시계 내부순환로 성산대교북단사근동 서부간선도로 성산대교남단시흥대교 차종승용 승합 화물 특수건설기계 최고 최저 도로여건자동차전용 중앙선표시 횡단보도없음양재대로제외 남부순환도로 오류가리봉동 양재대로 수서과천시계  차종 승용 승합 화물 건설기계 최고 도로여건경기시계구간 신호등교차로있음 헌릉로 서초구염곡동세곡동 선암로 서초구양재동우면동 부천작동간도로 부천작동터널신정동트럭터미널 화곡로 화곡로입구부천시계 송파대로 송파구신천동성남시계 약진로 장지동성남시계 천호대로 강동구길동상일동 산 시흥대로 구로디지털단지역안양시계 동일로 수락초교앞의정부시계 도봉로 도봉산입구의정부시계 통일로 은평구진관내동고양시계  차종 특수이륜최고 도로여건경기시계구간 신호등교차로있음 서오능길 은평구대조동고양시계 경인로 구로구신도림동부천시계 안양천길 오금교광명교 망우로 망우동교차로구리시계  차종 승용 승합 화물 건설기계최고 도로여건경기시계구간 신호등교차로있음 오류동길 구로구 오류동구로구천왕동  개화로 강서구공항동개화동 번국도 강서구오곡동 밤고개길 수서성남시계  차종 승용 승합 화물 건설기계최고 특수이륜최고 도로여건경기시계구간 신호등교차로있음 청계산길 서초구양재동내곡동  차종 승용 승합 화물 건설기계 최고 특수이륜최고 도로여건한강교량 올림픽대교 원효대교 서강대교 차종 승용 승합 화물 건설기계 최고 특수이륜최고 도로여건일반도로신호등교차로있음 동서고가   보라매공원구로디지털단지역 공항로    양화교김포공항입구 남부순환로 화곡로입구김포공항입구 남부순환로 수서대치지하차도앞 차종 승용 승합 화물 건설기계 최고 특수이륜최고  도로여건중앙선표시신호 및 횡단시설 있음 편도차로이상도로 차종 승용 승합 화물 건설기계 최고 특수이륜최고  편도차도로  도로여건에 따라최고속도를 제한하여야 할 구간은 도로교통법 시행규칙 제 조에 의한 도로표지로 표시한다 ,2894562,도로별 속도 제한은?도로별 속도 제한은  고속도로별 제한속도 확인 경로 한국도로공사  고속도로안내 도로종류표지 고속도로 속도  차종 승용 승합 화물 특수건설기계 최고 최저  도로여건  자동차전용 중앙분리대 횡단교차없음 내부순환로 구배구간제외 올림픽대로 하일동시계행주대교남단 강변북로 천호대교북단상암동시계 노들길 한강대교남단양화교 제물포길 목동교신월중앙차로 동부간선도로 용비교수락지하차도청담대교북단성남시계 포이내곡간 개포성남시계 도시고속도로 북부간선도로 하월곡동구리시계 내부순환로 성산대교북단사근동 서부간선도로 성산대교남단시흥대교 차종승용 승합 화물 특수건설기계 최고 최저 도로여건자동차전용 중앙선표시 횡단보도없음양재대로제외 남부순환도로 오류가리봉동 양재대로 수서과천시계  차종 승용 승합 화물 건설기계 최고 도로여건경기시계구간 신호등교차로있음 헌릉로 서초구염곡동세곡동 선암로 서초구양재동우면동 부천작동간도로 부천작동터널신정동트럭터미널 화곡로 화곡로입구부천시계 송파대로 송파구신천동성남시계 약진로 장지동성남시계 천호대로 강동구길동상일동 산 시흥대로 구로디지털단지역안양시계 동일로 수락초교앞의정부시계 도봉로 도봉산입구의정부시계 통일로 은평구진관내동고양시계  차종 특수이륜최고 도로여건경기시계구간 신호등교차로있음 서오능길 은평구대조동고양시계 경인로 구로구신도림동부천시계 안양천길 오금교광명교 망우로 망우동교차로구리시계  차종 승용 승합 화물 건설기계최고 도로여건경기시계구간 신호등교차로있음 오류동길 구로구 오류동구로구천왕동  개화로 강서구공항동개화동 번국도 강서구오곡동 밤고개길 수서성남시계  차종 승용 승합 화물 건설기계최고 특수이륜최고 도로여건경기시계구간 신호등교차로있음 청계산길 서초구양재동내곡동  차종 승용 승합 화물 건설기계 최고 특수이륜최고 도로여건한강교량 올림픽대교 원효대교 서강대교 차종 승용 승합 화물 건설기계 최고 특수이륜최고 도로여건일반도로신호등교차로있음 동서고가   보라매공원구로디지털단지역 공항로    양화교김포공항입구 남부순환로 화곡로입구김포공항입구 남부순환로 수서대치지하차도앞 차종 승용 승합 화물 건설기계 최고 특수이륜최고  도로여건중앙선표시신호 및 횡단시설 있음 편도차로이상도로 차종 승용 승합 화물 건설기계 최고 특수이륜최고  편도차도로  도로여건에 따라최고속도를 제한하여야 할 구간은 도로교통법 시행규칙 제 조에 의한 도로표지로 표시한다 
401,행정,[정보통신] 통신관련 민원처리기관과 통신사업자 민원처리 안내번호,정보통신 통신관련 민원처리기관과 통신사업자 민원처리 안내번호       업무개요  통신관련 민원 전화번호 정리   업무내용   통신관련 민원처리기관   기관명  전화번호  내용  홈페이지   방송통신위원회  과학기술정보통신부와 방송통신위원회 통합으로 하는 콜센터임   지상파 종합편성 및 보도 전문채널 관련 인허가 등 프로그램 내용 관련사항 제외 핸드폰 보조금 단속업무    방송통신심의위원회  국번없이   인터넷 등의 음란명예훼손사이버스토킹해킹청소년 유해정보 등 방송프로그램 내용선정성 폭력성 등    개인정보 침해신고센터 한국인터넷진흥원  국번없이   스팸개인정보유출 및 수집관련 피해    과학기술정보통신부  국번없이   통신관련 가입 및 해지부당요금통화품질소액결제 등 방송관련 가입 및 해지부당요금수신품질 등     경찰청 사이버안전국 구사이버테러대응센터  구   사이버 범죄 인터넷상 특정인으로부터의 명예훼손이나 경제적 피해 인터넷상의 사기행위     검찰청 컴퓨터수사부    사이버 범죄 인터넷상 특정인으로부터의 명예훼손이나 경제적 피해 인터넷상의 사기행위     해킹바이러스 신고센터    해킹 바이러스 피해 피싱스팸 등 홈페이지 위변조    프로그램심의조정위원회    컴퓨터프로그램저작권 분쟁조정 및 알선 소프트웨어지적재산권 상담 소프트웨어 등 감정    한국소비자원  국번없이   휴대폰 단말기고장 등 품질불량 인터넷쇼핑몰 구입 물품하자등    전자거래분쟁조정위원회    전자상거래 피해    통신민원 조정센터 한국정보통신진흥협회    명의도용 피해     통신사업자 민원처리   기관명  전화번호  내용  홈페이지    국번없이 휴대전화 이용시 지역번호  올레 쇼 메가패스 한국통신    텔레콤  휴대전화 이용시 무료 무료 유선만 가능 국번없이 유료  티월드    브로드밴드  국번없이   하나로 두루넷     플러스  국번없이  휴대전화 이용시   데이콤 엑스피드 보라넷    온세통신    신비로        ,2897030,[정보통신] 통신관련 민원처리기관과 통신사업자 민원처리 안내번호정보통신 통신관련 민원처리기관과 통신사업자 민원처리 안내번호       업무개요  통신관련 민원 전화번호 정리   업무내용   통신관련 민원처리기관   기관명  전화번호  내용  홈페이지   방송통신위원회  과학기술정보통신부와 방송통신위원회 통합으로 하는 콜센터임   지상파 종합편성 및 보도 전문채널 관련 인허가 등 프로그램 내용 관련사항 제외 핸드폰 보조금 단속업무    방송통신심의위원회  국번없이   인터넷 등의 음란명예훼손사이버스토킹해킹청소년 유해정보 등 방송프로그램 내용선정성 폭력성 등    개인정보 침해신고센터 한국인터넷진흥원  국번없이   스팸개인정보유출 및 수집관련 피해    과학기술정보통신부  국번없이   통신관련 가입 및 해지부당요금통화품질소액결제 등 방송관련 가입 및 해지부당요금수신품질 등     경찰청 사이버안전국 구사이버테러대응센터  구   사이버 범죄 인터넷상 특정인으로부터의 명예훼손이나 경제적 피해 인터넷상의 사기행위     검찰청 컴퓨터수사부    사이버 범죄 인터넷상 특정인으로부터의 명예훼손이나 경제적 피해 인터넷상의 사기행위     해킹바이러스 신고센터    해킹 바이러스 피해 피싱스팸 등 홈페이지 위변조    프로그램심의조정위원회    컴퓨터프로그램저작권 분쟁조정 및 알선 소프트웨어지적재산권 상담 소프트웨어 등 감정    한국소비자원  국번없이   휴대폰 단말기고장 등 품질불량 인터넷쇼핑몰 구입 물품하자등    전자거래분쟁조정위원회    전자상거래 피해    통신민원 조정센터 한국정보통신진흥협회    명의도용 피해     통신사업자 민원처리   기관명  전화번호  내용  홈페이지    국번없이 휴대전화 이용시 지역번호  올레 쇼 메가패스 한국통신    텔레콤  휴대전화 이용시 무료 무료 유선만 가능 국번없이 유료  티월드    브로드밴드  국번없이   하나로 두루넷     플러스  국번없이  휴대전화 이용시   데이콤 엑스피드 보라넷    온세통신    신비로        
394,행정,문화역 서울 284 (옛 서울역 역사),문화역 서울 옛 서울역 역사                   업무개요  구서울역사가 문화역 서울 복합 문화공간으로 개관 개월 동안 전시와 공연 영화 강연 등 건축 원형복원을 기념하는 다양한 볼거리를 제공 문화역 서울 이름에서 는 사적번호임 서울역이 문화재이고 사적번호가 번으로 문화역 서울  로 이름지음   업무설명  운영기간   목 부터   운영시간   주중 주말  입장은 폐장 시간 전까지 가능              매달 마지막 수요일 문화가 있는 날로 시까지 연장운영   휴관일   매주 월요일  매주 월요일이 휴관일이나 전시일정에 따라 휴관일이 변경될 수 있으니 확인 후 방문  신정 설연휴 추석 연휴 휴관 여부는 전시 일정에 따라 변경 될 수 있으니 확인 후 방문   이용요금   무료   주차  바로가기      오시는 길   지하철 호선 서울역 번출구    기타사항  주소 서울특별시 중구 통일로  전화번호   서울역 주소 서울시 용산구 청파로 동자동  서울역 민자역사한화역사 주소 서울시 중구 한강대로 봉래동가  문화역 서울 관리주최 문화체육관광부 위탁운영 한국공예 디자인문화진흥원    ,2897746,문화역 서울 284 (옛 서울역 역사)문화역 서울 옛 서울역 역사                   업무개요  구서울역사가 문화역 서울 복합 문화공간으로 개관 개월 동안 전시와 공연 영화 강연 등 건축 원형복원을 기념하는 다양한 볼거리를 제공 문화역 서울 이름에서 는 사적번호임 서울역이 문화재이고 사적번호가 번으로 문화역 서울  로 이름지음   업무설명  운영기간   목 부터   운영시간   주중 주말  입장은 폐장 시간 전까지 가능              매달 마지막 수요일 문화가 있는 날로 시까지 연장운영   휴관일   매주 월요일  매주 월요일이 휴관일이나 전시일정에 따라 휴관일이 변경될 수 있으니 확인 후 방문  신정 설연휴 추석 연휴 휴관 여부는 전시 일정에 따라 변경 될 수 있으니 확인 후 방문   이용요금   무료   주차  바로가기      오시는 길   지하철 호선 서울역 번출구    기타사항  주소 서울특별시 중구 통일로  전화번호   서울역 주소 서울시 용산구 청파로 동자동  서울역 민자역사한화역사 주소 서울시 중구 한강대로 봉래동가  문화역 서울 관리주최 문화체육관광부 위탁운영 한국공예 디자인문화진흥원    
393,행정,내가 가입되어 있는 보험이 무엇이 있는지 조회할수 있나요?,내가 가입되어 있는 보험이 무엇이 있는지 조회할수 있나요생명보험협회 홈페이지  소비자  내보험 찾아줌에서 조회가능  생존자 보험가입조회란   조회대상자가 보험계약자 피보험자로 되어있는 유효계약무료보험 포함 실효계약 등 모든 보험계약지급종결된 계약은 제외을 조회하여 드립니다   조회신청 방법은   본인이나 대리인이 협회를 직접 방문 하셔야 하며 구비서류는 홈페이지 확인하시기 바랍니다  가입조회 내용은   조회대상자가 보험계약자 피보험자로 되어있는 유효계약무료보험 포함 실효계약 등 모든 보험계약지급종결된 계약은 제외을 조회하여 드립니다  조회결과 신청하실 수 있는 곳은  생명보험협회    전화번호    주소 서울시 퇴계로 층중구 충무로가 번지 극동빌딩   손해보험협회   전화번호    주소 서울시 종로구 종로길 층수송동 번지 코리안리빌딩 ,2896311,내가 가입되어 있는 보험이 무엇이 있는지 조회할수 있나요?내가 가입되어 있는 보험이 무엇이 있는지 조회할수 있나요생명보험협회 홈페이지  소비자  내보험 찾아줌에서 조회가능  생존자 보험가입조회란   조회대상자가 보험계약자 피보험자로 되어있는 유효계약무료보험 포함 실효계약 등 모든 보험계약지급종결된 계약은 제외을 조회하여 드립니다   조회신청 방법은   본인이나 대리인이 협회를 직접 방문 하셔야 하며 구비서류는 홈페이지 확인하시기 바랍니다  가입조회 내용은   조회대상자가 보험계약자 피보험자로 되어있는 유효계약무료보험 포함 실효계약 등 모든 보험계약지급종결된 계약은 제외을 조회하여 드립니다  조회결과 신청하실 수 있는 곳은  생명보험협회    전화번호    주소 서울시 퇴계로 층중구 충무로가 번지 극동빌딩   손해보험협회   전화번호    주소 서울시 종로구 종로길 층수송동 번지 코리안리빌딩 
390,행정,서울에 있는 공무원 노동조합은 어디어디인가요?,서울에 있는 공무원 노동조합은 어디어디인가요     서울특별시 공무원 노동조합   서울시 신청사 층  홈페이지 서울특별시공무원노동조합   서울시청 공무원 노동조합   지부 사무실이 없어 전화번호도 없음              상단의 서울특별시 공무원 노동조합과는 상이한 별개 단체임   전국 공무원 노동조합 서울시 지부   전화   주소 서울시 중구 덕수궁길로 서울시청 서소문청사 동 층 지부장 김경용   민주 공무원 노동조합 서울시 지부  연락처 없음   서울시청 노동조합환경미화원   성동구 청계천로 마장동 청운복지회관     년 월 일 생겼던 하이서울 공무원 노동조합은 이미 없어졌음   전국 공무원 노동조합 및 민주 공무원 노동조합은 행정자치부 소관으로 서울시와 무관함    ,2898299,서울에 있는 공무원 노동조합은 어디어디인가요?서울에 있는 공무원 노동조합은 어디어디인가요     서울특별시 공무원 노동조합   서울시 신청사 층  홈페이지 서울특별시공무원노동조합   서울시청 공무원 노동조합   지부 사무실이 없어 전화번호도 없음              상단의 서울특별시 공무원 노동조합과는 상이한 별개 단체임   전국 공무원 노동조합 서울시 지부   전화   주소 서울시 중구 덕수궁길로 서울시청 서소문청사 동 층 지부장 김경용   민주 공무원 노동조합 서울시 지부  연락처 없음   서울시청 노동조합환경미화원   성동구 청계천로 마장동 청운복지회관     년 월 일 생겼던 하이서울 공무원 노동조합은 이미 없어졌음   전국 공무원 노동조합 및 민주 공무원 노동조합은 행정자치부 소관으로 서울시와 무관함    
389,경제,불법 통신판매업 신고는 어디로 하나요? (자치구 업무),불법 통신판매업 신고는 어디로 하나요 자치구 업무 사업장 소재지 구청지역경제과으로 신고접수하시면 됩니다 구청에서 신고 접수 후 사실여부 조사를 통해 시청에서 행정처분을 하게됩니다 그 밖에 경찰서법적조치와 피해신고나 전자상거래 상담센터 도 이용 가능합니다 ,2897373,불법 통신판매업 신고는 어디로 하나요? (자치구 업무)불법 통신판매업 신고는 어디로 하나요 자치구 업무 사업장 소재지 구청지역경제과으로 신고접수하시면 됩니다 구청에서 신고 접수 후 사실여부 조사를 통해 시청에서 행정처분을 하게됩니다 그 밖에 경찰서법적조치와 피해신고나 전자상거래 상담센터 도 이용 가능합니다 
387,경제,[어린이회관] 실외 수영장 이용문의,어린이회관 실외 수영장 이용문의 업무개요 어린이회관 수영장 이용 안내  어린이회관은 어린이대공원과는 별개로 재육영재단에서 운영  어린이대공원을 통해 오실 수 없으며 주차장 또한 어린이대공원과 별개로 운영함 업무설명  개장기간 년 월 일금 월 일일    오픈이벤트 년 월 일금 오픈 당일 무료입장  개장시간  평일  주말 및 공휴일   성수기 년 월일 월 일               이용요금 카드결제 가능 구분내용일반성인청소년어린이자유수영 하이슬라이드 자유이용원임신부 장애인 산모수첩 및 복지카드 제시원개월 미만 세 이상 신분증 및 보험카드 제시 하이슬라이드 이용불가무료입장단체 어린이 기준 인 이상별도문의   기타 이용요금 카드결제 가능 구분금액비고워터슬라이드 회 이용권원워터슬라이드 종일 이용권원썬베드 원두막 파라솔무료선착순 무료이용전화예약 등 예약제가 아님           찾아가는 방법교통법 주소 서울시 광진구 광나루로 능동 육영재단어린이회관 지하철 호선 어린이대공원역 번출구 구의사거리 방향올림픽대교 방향 직진 어린이회관 정문 주차장  주차장 출입구는 어린이회관 정문쪽에 위치 어린이대공원 주차장 아님  주차요금수영장 입장권 소지시 종일기준 승용차 원 대형차인 이상 원  당일 이전 출차시 할인요금 적용됨기타사항 유의사항  성인풀은 키 이상 고등학생부터 이용 가능함  청소년성인풀의 경우 반드시 수영복과 수영모를 착용하여야 입수 가능함  유아풀어린이풀의 경우 수영복위에 길트웨어 및 캡모자 착용이 가능함  병음료 주류 통수박 라면류 대형튜브 텐트 등은 반입이 금지됨  썬크림 또는 오일을 바른 후 수영장에 입수하실 수 없음샤워 후 이용가능  애완동물 출입금지가방이나 운반상자 등에 넣어도 출입안됨주의사항특이사항 문의사항 어린이회관 수영장 고객센터  어린이회관 수영장 홈페이지 바로가기                                     ,2896879,[어린이회관] 실외 수영장 이용문의어린이회관 실외 수영장 이용문의 업무개요 어린이회관 수영장 이용 안내  어린이회관은 어린이대공원과는 별개로 재육영재단에서 운영  어린이대공원을 통해 오실 수 없으며 주차장 또한 어린이대공원과 별개로 운영함 업무설명  개장기간 년 월 일금 월 일일    오픈이벤트 년 월 일금 오픈 당일 무료입장  개장시간  평일  주말 및 공휴일   성수기 년 월일 월 일               이용요금 카드결제 가능 구분내용일반성인청소년어린이자유수영 하이슬라이드 자유이용원임신부 장애인 산모수첩 및 복지카드 제시원개월 미만 세 이상 신분증 및 보험카드 제시 하이슬라이드 이용불가무료입장단체 어린이 기준 인 이상별도문의   기타 이용요금 카드결제 가능 구분금액비고워터슬라이드 회 이용권원워터슬라이드 종일 이용권원썬베드 원두막 파라솔무료선착순 무료이용전화예약 등 예약제가 아님           찾아가는 방법교통법 주소 서울시 광진구 광나루로 능동 육영재단어린이회관 지하철 호선 어린이대공원역 번출구 구의사거리 방향올림픽대교 방향 직진 어린이회관 정문 주차장  주차장 출입구는 어린이회관 정문쪽에 위치 어린이대공원 주차장 아님  주차요금수영장 입장권 소지시 종일기준 승용차 원 대형차인 이상 원  당일 이전 출차시 할인요금 적용됨기타사항 유의사항  성인풀은 키 이상 고등학생부터 이용 가능함  청소년성인풀의 경우 반드시 수영복과 수영모를 착용하여야 입수 가능함  유아풀어린이풀의 경우 수영복위에 길트웨어 및 캡모자 착용이 가능함  병음료 주류 통수박 라면류 대형튜브 텐트 등은 반입이 금지됨  썬크림 또는 오일을 바른 후 수영장에 입수하실 수 없음샤워 후 이용가능  애완동물 출입금지가방이나 운반상자 등에 넣어도 출입안됨주의사항특이사항 문의사항 어린이회관 수영장 고객센터  어린이회관 수영장 홈페이지 바로가기                                     
