Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Value-added of Manufacture of Measuring Instruments Accumulated Growth Rate(%),6.7,5.8,8.7,,3.3,3.0,2.9,3.3,3.9,4.9,6.5,7.7,8.3,6.5,3.3,,4.6,5.4,5.9,5.5,4.8,4.5,4.1,3.4,3.2,8.0,10.6,,12.0,13.1,13.7,14.8,16.0,17.1,19.2,21.2,25.5,33.6,58.6,,3.4,2.6,2.2,1.7,1.5,1.1,-0.7,-3.0,-7.0,-16.1,-27.4,,10.5,10.9,10.8,10.4,9.6,9.4,9.6,9.9,10.4,12.2,8.4,,6.2,5.8,6.0,6.3,6.5,6.8,7.3,8.1,8.1,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Manufacture of Others Growth Rate (The same period last year=100)(%),4.5,-3.9,,,-2.7,-2.3,4.2,-1.6,-1.4,-5.4,-5.6,-11.9,-14.2,-1.8,,,0.7,0.5,-2.8,1.4,5.0,8.8,10.8,15.2,16.6,19.6,,,3.0,12.6,6.7,4.0,2.1,3.1,6.6,8.8,3.0,16.9,,,6.2,4.4,2.8,4.0,0.4,-0.4,-7.1,-5.4,-4.8,-12.9,,,-3.9,1.3,-1.9,1.5,-0.9,10.9,2.3,1.5,3.8,10.3,,,2.7,8.0,5.3,4.4,6.0,-2.6,-3.7,2.2,2.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Manufacture of Others Accumulated Growth Rate(%),0.7,-0.6,1.7,,-3.7,-3.6,-3.8,-4.7,-5.2,-5.6,-5.8,-6.0,-4.4,-1.2,0.1,,8.1,9.1,10.1,11.7,13.1,14.7,15.8,17.0,17.5,17.8,16.5,,9.2,10.0,9.7,10.1,11.2,12.8,14.8,17.0,19.5,27.6,40.2,,-3.7,-4.9,-6.0,-7.1,-8.7,-10.1,-12.1,-13.5,-16.4,-22.0,-29.7,,2.7,3.3,3.5,4.1,4.5,5.1,4.1,4.5,5.3,5.9,2.6,,3.3,3.4,2.8,2.5,2.2,1.5,2.0,3.0,3.5,3.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Comprehensive Utilization of Waste Growth Rate (The same period last year=100)(%),8.0,4.9,,,12.0,20.1,17.4,22.2,21.9,23.4,14.1,5.0,18.5,30.1,,,30.0,28.6,21.1,16.0,14.2,8.6,25.0,19.1,18.3,26.7,,,25.0,18.6,27.2,26.6,25.8,34.6,37.0,27.3,26.1,28.1,,,8.6,8.4,3.5,1.0,2.8,-6.1,-3.5,3.5,16.3,8.5,,,38.0,17.1,4.0,13.4,11.8,10.4,11.5,1.2,2.6,14.3,,,4.5,6.6,12.5,1.1,-2.0,0.8,3.0,8.7,5.4,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Comprehensive Utilization of Waste Accumulated Growth Rate(%),10.1,10.9,15.5,,18.2,18.9,18.7,18.8,18.4,17.9,17.1,17.9,21.7,22.9,17.9,,22.6,21.4,20.6,20.5,21.2,22.3,25.3,25.3,27.3,31.3,34.6,,30.2,30.8,32.5,33.2,34.2,35.7,35.9,35.4,37.4,42.8,59.1,,2.7,2.1,1.2,0.9,0.9,0.6,2.0,3.5,3.4,-2.4,-11.6,,13.1,9.9,9.0,9.6,9.0,8.8,8.3,7.2,8.9,11.1,8.8,,4.3,4.3,3.9,2.8,2.9,3.8,4.2,4.2,2.5,1.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Repair of Metal Products Machinery and Equipment Growth Rate (The same period last year=100)(%),19.3,14.2,,,14.6,15.3,14.4,11.3,16.1,12.1,10.2,10.8,22.2,20.5,,,-0.4,7.5,14.1,16.6,20.3,19.6,8.5,13.2,0.8,22.2,,,12.1,15.2,7.6,6.7,0.1,3.0,2.7,-2.6,0.4,0.8,,,0.5,-9.8,-3.1,-5.8,-8.3,-3.3,-5.7,-0.7,-5.0,-10.1,,,25.1,17.5,3.5,13.2,6.8,-1.2,24.0,10.0,4.7,7.6,,,11.3,11.3,13.2,11.2,9.6,14.8,1.0,5.1,3.8,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Repair of Metal Products Machinery and Equipment Accumulated Growth Rate(%),22.8,24.0,31.4,,16.5,16.7,16.8,16.5,17.5,17.6,15.3,14.5,16.5,14.6,10.6,,12.2,14.3,15.2,15.4,15.3,14.5,13.3,14.7,15.1,20.9,20.0,,5.5,4.5,3.2,2.7,2.0,2.3,2.0,1.4,2.9,3.5,7.9,,-3.3,-4.5,-3.8,-3.9,-3.5,-2.6,-2.8,-2.7,-5.1,-8.8,-9.7,,13.9,10.7,11.4,12.1,11.7,12.5,14.6,8.3,7.1,7.7,6.8,,11.6,11.2,11.5,11.1,10.8,10.3,9.2,10.7,12.2,15.5,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Production and Supply of Electric Power and Heat Power Growth Rate (The same period last year=100)(%),5.7,4.9,,,5.8,9.2,0.9,4.6,0.2,4.6,5.4,5.2,5.5,5.3,,,8.6,-1.0,4.1,2.2,15.3,10.4,3.2,-0.8,0.9,3.9,,,7.9,10.1,10.7,8.9,5.0,12.7,10.8,10.4,9.8,13.6,,,5.4,5.1,3.6,4.2,5.9,1.7,6.3,4.0,-0.2,-1.7,,,7.0,6.8,6.7,5.4,5.1,6.5,5.6,5.0,9.1,7.2,,,8.3,9.0,5.9,11.0,10.0,8.8,9.3,12.4,8.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Production and Supply of Electric Power and Heat Power Accumulated Growth Rate(%),6.5,6.8,7.8,,4.3,4.1,3.5,3.9,3.8,4.4,4.3,4.0,3.8,3.3,2.3,,5.1,4.7,5.3,5.4,5.8,4.4,3.3,3.3,4.3,5.4,6.0,,10.9,11.3,11.4,11.4,11.8,13.0,13.0,13.4,14.2,15.7,19.6,,1.9,1.6,1.2,1.0,0.5,-0.3,-0.7,-2.3,-3.9,-5.4,-7.3,,6.5,6.4,6.4,6.3,6.4,6.6,6.6,6.8,7.1,6.5,6.1,,9.6,9.7,9.8,10.1,10.0,10.1,10.3,10.5,10.0,10.5,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Production and Supply of Gas Growth Rate (The same period last year=100)(%),8.2,6.8,,,19.3,21.3,7.3,-2.9,0.1,2.3,2.0,2.0,1.2,6.4,,,1.3,-7.9,3.4,9.2,6.5,6.7,5.8,7.7,7.1,11.0,,,4.3,24.7,24.1,23.7,24.5,23.5,23.0,19.0,11.4,15.2,,,10.4,6.2,4.8,2.5,-0.2,-2.6,-2.7,-0.4,2.3,-2.8,,,4.7,5.9,4.6,10.9,14.7,13.1,15.8,15.0,12.9,14.2,,,21.7,17.6,18.3,16.0,15.6,14.4,12.0,15.5,18.2,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Production and Supply of Gas Accumulated Growth Rate(%),9.4,9.7,11.1,,6.0,4.2,2.3,1.8,2.4,2.7,2.7,2.8,2.9,3.4,1.9,,6.3,7.1,9.1,9.8,9.9,10.3,10.8,11.8,12.7,14.2,15.7,,18.1,20.4,19.9,19.4,18.9,18.2,17.5,16.5,16.0,17.4,21.1,,0.0,-1.5,-2.4,-3.1,-3.7,-4.1,-4.4,-4.6,-5.3,-5.8,-7.3,,11.5,12.4,13.1,14.0,14.4,14.3,14.4,14.1,13.9,14.2,14.1,,17.7,17.0,16.9,16.8,16.9,17.0,17.4,18.4,19.0,19.2,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Production and Supply of Water Growth Rate (The same period last year=100)(%),3.3,2.7,,,4.3,1.3,0.1,0.2,0.1,0.4,3.0,4.1,2.5,2.6,,,-0.8,1.4,3.9,2.7,2.6,2.6,2.5,3.1,2.0,4.7,,,3.7,7.6,4.5,6.8,6.6,9.6,9.7,10.4,14.4,15.1,,,7.9,8.3,7.8,10.2,9.7,6.2,5.3,3.5,1.7,1.3,,,8.4,7.2,8.0,7.3,8.7,6.2,8.3,7.7,10.4,6.5,,,8.4,12.5,7.1,7.0,3.7,6.3,4.9,5.9,6.6,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value-added of Production and Supply of Water Accumulated Growth Rate(%),3.2,3.2,3.5,,2.2,1.9,2.0,2.2,2.5,2.9,3.3,3.4,3.2,3.5,3.9,,2.7,3.0,3.2,3.1,3.2,3.2,3.3,3.5,3.6,4.1,3.8,,9.5,10.3,10.6,11.4,12.2,13.1,13.8,14.9,16.0,16.7,20.3,,4.9,4.6,4.2,3.7,2.8,1.7,0.9,-0.2,-1.1,-2.1,-4.2,,7.9,7.8,7.9,7.9,7.9,7.8,8.1,8.1,8.2,7.5,7.9,,6.8,6.6,5.9,5.8,5.7,6.0,5.9,6.1,6.2,6.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Sources£ºNational Bureau of Statistics
